v0,theta_mrad,V_mean,V_std,N0_mean,N0_std,a_min,a_min_err
64643.716324900655,1.0,0.9918468966282459,0.01823089336682476,1622.0,173.09390514977702,16649.55764754479,939.6232786527341
64643.716324900655,1.25,0.9999999999999017,2.188109109312201e-13,1968.6,268.505679641977,14989.73733701685,1022.2568351443737
64643.716324900655,1.4,0.9808604993302342,0.042797224552998725,2197.6,543.1126034258457,14464.092642461976,1895.4694037356714
64643.716324900655,1.5,0.9999999999999998,1.2412670766236366e-16,2010.6,489.96459055731776,14832.348603589311,1807.252961941968
64643.716324900655,1.6,0.991417065012856,0.019192026077715262,3029.0,482.92338936936983,12188.962376547788,999.9022151142251
64643.716324900655,1.7,0.9999999999999998,1.2412670766236366e-16,2951.0,603.1993866044627,12243.008710260381,1251.2665781467563
64643.716324900655,1.8,0.9899951159896592,0.022371600754122558,2788.2,542.9076348698736,12722.654974738056,1271.5816335538127
64643.716324900655,1.9,0.9999999999999998,1.2412670766236366e-16,3148.8,542.8496108500033,11852.234208156151,1021.6559844386214
64643.716324900655,2.0,0.9999999999999997,4.47545209131181e-16,3389.2,444.4791333684856,11424.157038260104,749.114749768579
64643.716324900655,2.1,0.9910208240460922,0.012390057413388026,3442.8,399.97649930964695,11437.578446996258,679.6098040146592
64643.716324900655,2.25,0.9907083410076719,0.012887774720624176,3831.4,509.43478483511507,10845.465478996673,734.6968989783317
64643.716324900655,2.5,0.9999999999999998,1.2412670766236366e-16,4368.2,577.3977831616605,10062.861746387445,665.0650227354959
64643.716324900655,3.0,0.9999999999999998,1.2412670766236366e-16,4813.6,508.38105786899655,9586.00748974306,506.2058156448085
64643.716324900655,4.0,0.9999999999999998,1.2412670766236366e-16,6567.6,800.1520480508689,8206.716218292633,499.9254514464288
64643.716324900655,5.5,0.9999999999999998,1.2412670766236366e-16,8710.8,796.9496219962715,7125.965936291834,325.9767104792949
64643.716324900655,8.0,0.9999999999999998,1.2412670766236366e-16,12648.0,1651.4495148202382,5913.734663320306,386.07820368896046
64643.716324900655,10.0,0.9999999999999998,1.2412670766236366e-16,16633.4,678.2136831412354,5156.8232644008785,105.13268782863781
64643.716324900655,12.0,0.9999999999999998,1.2412670766236366e-16,20035.6,1328.070517706044,4698.633674524628,155.72572961720576
64643.716324900655,14.0,0.9999999999999998,1.2412670766236366e-16,22322.4,1292.0769326940251,4451.4584106374095,128.83083201697406
64643.716324900655,17.0,0.9999999999999998,1.2412670766236366e-16,27962.6,1196.9220108261022,3977.2600517282353,85.12209341572112
64643.716324900655,20.0,0.9999999999999998,1.2412670766236366e-16,33226.6,1566.775765704844,3648.6298900881693,86.02422290900171
70366.9003827307,0.0,0.9999999999999998,1.2412670766236366e-16,1781.6,188.6923421869579,18670.324734482725,988.7032172038164
70366.9003827307,0.2,0.9695153112595017,0.0681658362966763,536.4,280.94714805457625,35096.023888812684,9516.501038385697
70366.9003827307,0.5,0.9665170774833832,0.07269162798804694,1661.6,358.01438518584695,20002.496355871303,2628.0776208929415
70366.9003827307,0.8,0.9966633010301573,0.006323503360094262,1806.8,143.54685646157495,18601.73554118331,748.3022231717026
70366.9003827307,1.0,0.9999999999999993,1.2412670766236366e-15,2682.0,444.139054801534,15216.949067254538,1259.9629708600885
70366.9003827307,1.25,0.9999999999999998,1.2412670766236366e-16,3805.6,507.9889762583436,12774.543942037322,852.602414768074
70366.9003827307,1.4,0.9871396592730137,0.028756596079350126,3914.2,442.3761973705185,12760.181946237488,811.2417854101641
70366.9003827307,1.5,0.9999999999999998,1.2412670766236366e-16,3378.0,323.29939684447294,13558.984089798561,648.847154833582
70366.9003827307,1.6,0.9999999999999998,1.2412670766236366e-16,4353.4,374.82969466145556,11943.804532436227,514.1834664847223
70366.9003827307,1.7,0.9999999999999998,1.2412670766236366e-16,4544.0,943.2292934382392,11690.627221257122,1213.3518985207088
70366.9003827307,1.8,0.9999999999999998,1.2412670766236366e-16,4597.4,581.196008245067,11622.534071761673,734.6511515421945
70366.9003827307,1.9,0.9999999999999998,1.2412670766236366e-16,4957.4,600.1835552562233,11192.574466844491,677.5324904164235
70366.9003827307,2.0,0.9960093429130374,0.008923380521339406,5531.4,623.8531878575279,10638.392974217157,607.4439844399
70366.9003827307,2.1,0.9890850291384178,0.02440661681892694,5407.6,766.0227150679018,10834.804156087734,812.6505544132682
70366.9003827307,2.25,0.9936177401141825,0.014271166954757587,6026.0,496.1587447581671,10216.992468886594,445.47832411948207
70366.9003827307,2.5,0.9999999999999998,1.2412670766236366e-16,7152.2,618.1995632479855,9318.309875516745,402.71350740008955
70366.9003827307,3.0,0.9895060131094565,0.023465268042246624,7986.8,437.6370642438778,8911.5270853057,322.9102507093908
70366.9003827307,4.0,0.9999999999999998,1.2412670766236366e-16,10276.2,1092.0275637546883,7773.931323970386,413.0586833903407
70366.9003827307,5.5,0.9999999999999998,1.2412670766236366e-16,14773.0,776.6476034856478,6483.695714471837,170.4307431928084
